dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
standard deviations in prosocial proportions,10,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.16155494421403513,0.26049592457803072,0.28329331450074202,0.26329327205122055,0.29673984439489243,0.28536346734401385,0.29451419448072752,0.27224113926617372,0.30485511168169266,0.27241974337397212,0.27785346433001068,0.25247397378347047,0.2485949253623469,0.27459915828763415,0.27442614806865917,0.24860173061174429,0.25040339698399838,0.24514392322321671,0.23131579441547723,0.21539362163732051,0.2150781186052011,0.21258070021163772,0.2214083481610751,0.21314516111841017,0.21246908500416722,0.20744243307448984,0.21078605366359904,0.20244768960102608,0.19984822635166599,0.19957020314835275,0.19481413236835882
prosociality proportions:,10,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5169491525423728,0.5460992907801419,0.5614035087719298,0.5865384615384616,0.5892116182572614,0.574468085106383,0.5762195121951219,0.5989717223650386,0.6165254237288136,0.6365280289330922,0.6533742331288344,0.6628498727735369,0.6775553213909379,0.6783831282952548,0.6847826086956522,0.6893317702227433,0.6993210475266731,0.7045725646123261,0.715698787492023,0.7204191157679529,0.7258329905388728,0.7353672691096004,0.744991375878997,0.7495468600063973,0.7561660146283381,0.7609792689579924,0.7679145550651191,0.7747907904435676,0.7821969696969697,0.7864442070080272
population counts:,10,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,118,141,171,208,241,282,328,389,472,553,652,786,949,1138,1380,1706,2062,2515,3134,3913,4862,6031,7537,9379,11758,14664,18351,23063,29040,36501
groups counts:,10,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,17,20,24,28,32,38,47,55,65,78,94,113,138,170,206,251,313,391,486,603,753,937,1175,1466,1835,2306,2904,3650
standard deviations in prosocial proportions,10,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.15524174696260021,0.31699001180627179,0.2963259591106393,0.27359473784872468,0.30156992802267818,0.24905209413350954,0.27329872104705716,0.25769096966542587,0.25865747254308857,0.27633914653478886,0.25224681619392431,0.27735596273017726,0.27335731023677307,0.25236845230909188,0.25874357271760057,0.24580603107925128,0.25846552891571262,0.2422976252438819,0.24265505496997036,0.23235462775732801,0.24331227547037099,0.23960132461026457,0.23845588289819619,0.22768450083669239,0.22329054590471983,0.2190427157905655,0.21899552289984969,0.21587262253410189,0.21374385895679515,0.20714641231280823,0.20380386853489782
prosociality proportions:,10,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5403225806451613,0.5454545454545454,0.5368421052631579,0.5677966101694916,0.5816326530612245,0.5899705014749262,0.6014669926650367,0.6202783300198808,0.6396103896103896,0.6552631578947369,0.6593059936908517,0.6714165968147527,0.679839249832552,0.691160809371672,0.7047738693467337,0.7158903204492897,0.7249478079331941,0.7309038501132387,0.7395175651610815,0.7506974384986052,0.7559039491962691,0.7640631011927664,0.7698929873856639,0.7767581277380677,0.7832528065937189,0.7900270351456894,0.7959598925994295,0.8015290519877676,0.8059087325054208,0.8110904473751286
population counts:,10,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,124,154,190,236,294,339,409,503,616,760,951,1193,1493,1878,2388,3027,3832,4857,6177,7886,10078,12995,16727,21685,28148,36619,47672,62130,81168,105929
groups counts:,10,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,23,29,33,40,50,61,76,95,119,149,187,238,302,383,485,617,788,1007,1299,1672,2168,2814,3661,4767,6213,8116,10592
standard deviations in prosocial proportions,10,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.11874342087037915,0.28141058827257937,0.2683633548022315,0.26323356356832367,0.26491180893242622,0.26028413026965563,0.301783048124527,0.25607484943351366,0.28613474257609983,0.27187932152503053,0.25823017926796343,0.2621673496552499,0.24234830565097079,0.25774514976027291,0.2476423208734207,0.25203197487545337,0.24140150937379901,0.23402250787629639,0.23420553972303937,0.23058313649515128,0.22874760869622721,0.22037969752337225,0.2204706780221862,0.21451171825882334,0.2073135738851152,0.20843316382408128,0.20381697107045571,0.20168277674789917,0.19610129837442208,0.19434551860141364,0.19245460024068334
prosociality proportions:,10,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5083333333333333,0.5266666666666666,0.5421052631578948,0.5829787234042553,0.6171617161716172,0.6025641025641025,0.6372950819672131,0.6403225806451613,0.6537982565379825,0.6628131021194605,0.6783844427823486,0.6896551724137931,0.7028650646950092,0.704853675945753,0.7126155519303969,0.7235109717868339,0.7326160269792837,0.741381410646851,0.7487516182726096,0.7565867635753721,0.7667824074074074,0.7747580485877938,0.7818251874685083,0.7885552307556029,0.7948658572893579,0.8009451189418616,0.8072151770688688,0.8137585496047728,0.8189013764364187,0.8244163133695587
population counts:,10,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,120,150,190,235,303,390,488,620,803,1038,1337,1711,2164,2802,3678,4785,6227,8209,10814,14309,19008,25315,33739,45156,60458,81048,108743,146498,197975,267952
groups counts:,10,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,23,30,39,48,62,80,103,133,171,216,280,367,478,622,820,1081,1430,1900,2531,3373,4515,6045,8104,10874,14649,19797,26795
standard deviations in prosocial proportions,10,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.089999999999999983,0.30127045804208696,0.27576615547962274,0.26211683303401107,0.27702258672862234,0.250656438452598,0.27778158820571774,0.27839414513583738,0.26179262749874205,0.25908470387306104,0.24092905535447703,0.2483561601371658,0.25730211457257068,0.24633386080626152,0.2381003322457797,0.23893933314501151,0.23348647665993644,0.23055598420991463,0.22960673360713502,0.2249557186980623,0.22257237924723808,0.21500304845404389,0.21241701580436001,0.21029239148024159,0.2057068500983906,0.19966101949123369,0.19833695352608605,0.19378052058028175,0.18883984919272878,0.18603184518839164,0.18237922352321767
prosociality proportions:,10,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.53,0.5,0.5103448275862069,0.5333333333333333,0.5327510917030568,0.5880398671096345,0.6052631578947368,0.6163522012578616,0.6340288924558587,0.6434782608695652,0.6571155682903533,0.6610044313146234,0.6801365964712578,0.6927106067219555,0.7121014964216005,0.721019721019721,0.7299517771030541,0.7440846001321877,0.7506289916779563,0.761070110701107,0.773670254250507,0.7812322274881517,0.7896873619089704,0.7969604132876794,0.8038066500319155,0.8107654900645594,0.8166100648348256,0.8225486540093282,0.828334748210084,0.8332320735506673,0.8380818361097623
population counts:,10,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,100,120,145,180,229,301,380,477,623,805,1047,1354,1757,2291,3074,4158,5599,7565,10334,14092,19233,26375,36208,49941,68932,95416,132799,185031,257973,360459,504545
groups counts:,10,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,18,22,30,38,47,62,80,104,135,175,229,307,415,559,756,1033,1409,1923,2637,3620,4994,6893,9541,13279,18503,25797,36045,50454
standard deviations in prosocial proportions,10,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.11874342087037915,0.30550504633038938,0.27340746964820967,0.26666666666666672,0.3117326998284588,0.25145672924984958,0.2605130246476754,0.26768262206986188,0.25081119842648486,0.26266710540999005,0.2514345698954899,0.26009318846037005,0.25757527538048258,0.25243537531494648,0.23560006434626118,0.23703160617476293,0.23650803285206168,0.22871308724410097,0.22456301958513142,0.21768902910926444,0.21337227881607274,0.20756623485883299,0.20330292971680955,0.19977419752732267,0.19654790626286073,0.19127634096185533,0.18699977631178025,0.18438824066103332,0.18009140373373558,0.17785647951811723,0.17346165550353604
prosociality proportions:,11,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5363636363636364,0.5321100917431193,0.5277777777777778,0.5188679245283019,0.5096153846153846,0.5096153846153846,0.5096153846153846,0.5,0.5,0.5,0.49504950495049505,0.49504950495049505,0.49504950495049505,0.49,0.49,0.49,0.48484848484848486,0.4631578947368421,0.4631578947368421,0.4574468085106383,0.4574468085106383,0.4574468085106383,0.45161290322580644,0.45161290322580644,0.45161290322580644,0.44565217391304346,0.44565217391304346,0.43956043956043955,0.43333333333333335,0.43333333333333335
population counts:,11,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,110,109,108,106,104,104,104,102,102,102,101,101,101,100,100,100,99,95,95,94,94,94,93,93,93,92,92,91,90,90
groups counts:,11,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
standard deviations in prosocial proportions,11,0.0,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.075514762390164303,0.22434477598641939,0.24108219036121017,0.30124647337168037,0.2455902210306054,0.26068157137934533,0.26350364627009076,0.26350364627009082,0.21907701911070593,0.23859913833995303,0.25343703879815943,0.31176771532167469,0.37049050039238435,0.26612216352111634,0.29462673589243366,0.24609536022270445,0.26647778806167555,0.34975571450522408,0.23588481025667066,0.25389915866518886,0.29303930987615046,0.2962002535792056,0.27151290826572638,0.25622837206316118,0.25251262594695395,0.28655497055162393,0.25718378988411222,0.27060808603198711,0.32165620879315893,0.24841489857545102,0.34814372096543461
prosociality proportions:,11,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5398230088495575,0.5344827586206896,0.5384615384615384,0.5537190082644629,0.552,0.5615384615384615,0.5681818181818182,0.5413533834586466,0.5263157894736842,0.518796992481203,0.5185185185185185,0.5074626865671642,0.5037037037037037,0.5071428571428571,0.5069444444444444,0.5034965034965035,0.4930555555555556,0.4930555555555556,0.4791666666666667,0.4794520547945205,0.47619047619047616,0.47619047619047616,0.46938775510204084,0.4713375796178344,0.4878048780487805,0.4759036144578313,0.47337278106508873,0.47058823529411764,0.4647058823529412,0.4678362573099415
population counts:,11,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,113,116,117,121,125,130,132,133,133,133,135,134,135,140,144,143,144,144,144,146,147,147,147,157,164,166,169,170,170,171
groups counts:,11,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,15,15,15,15,15
standard deviations in prosocial proportions,11,0.05,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.11818181818181818,0.2742057986592652,0.30384738327527577,0.26465754853803708,0.24656082808525789,0.27888741221440999,0.29602894469067476,0.25746432527221857,0.27895969283849614,0.26984482668134485,0.28948787742389187,0.28648750616680396,0.25363628695355434,0.2598741287618187,0.21716712909177455,0.2623309273267237,0.25869591422780414,0.2667064495787711,0.275248905313978,0.27873100333874273,0.27099449005900578,0.25264948138942173,0.31187615794051632,0.3091726025245457,0.26915216700099326,0.27309421820228447,0.27801479974098692,0.24413694425317137,0.24586377261937567,0.28236515348354019,0.30731732994512467
prosociality proportions:,11,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5391304347826087,0.5338983050847458,0.544,0.5433070866141733,0.5298507462686567,0.5182481751824818,0.5106382978723404,0.5133333333333333,0.4968944099378882,0.4968944099378882,0.4880952380952381,0.4860335195530726,0.4891304347826087,0.4973821989528796,0.49489795918367346,0.5097087378640777,0.5047619047619047,0.509090909090909,0.5088495575221239,0.5127118644067796,0.5236220472440944,0.5227272727272727,0.5220588235294118,0.5338078291814946,0.5275862068965518,0.5346534653465347,0.5283018867924528,0.5197568389057751,0.5190615835777126,0.5294117647058824
population counts:,11,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,115,118,125,127,134,137,141,150,161,161,168,179,184,191,196,206,210,220,226,236,254,264,272,281,290,303,318,329,341,357
groups counts:,11,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,12,12,12,13,14,14,15,16,16,17,17,18,19,20,20,21,23,24,24,25,26,27,28,29,31,32
standard deviations in prosocial proportions,11,0.1,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.14345212580054092,0.24405347417170706,0.25753564750088609,0.29940495446587279,0.24406246303879423,0.28702747152717722,0.25635355704489543,0.2616006525472005,0.2820391411528389,0.28060633525927858,0.23746719608262645,0.2354014277772046,0.27416857943934902,0.28310276380448385,0.25741555847089614,0.30430050789344365,0.26917640241821794,0.3087760205294357,0.28225772175018227,0.26863806208764213,0.2691183250263976,0.28859810517655804,0.27680039252189559,0.320831165593987,0.28407407357522918,0.26484282987124091,0.26812163692327218,0.25021073931079185,0.29364762211060885,0.27499165193105818,0.28004287281406043
prosociality proportions:,11,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5206611570247934,0.5118110236220472,0.5179856115107914,0.5205479452054794,0.5094339622641509,0.5263157894736842,0.5303867403314917,0.5357142857142857,0.5373134328358209,0.5424528301886793,0.5446428571428571,0.55,0.5447470817120622,0.5531914893617021,0.5536912751677853,0.5648148148148148,0.5619596541786743,0.56951871657754,0.5753768844221105,0.5882352941176471,0.5911111111111111,0.5966386554621849,0.6011787819253438,0.6040515653775322,0.6131756756756757,0.6271186440677966,0.6291666666666667,0.6302952503209243,0.6366906474820144,0.6366666666666667
population counts:,11,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,121,127,139,146,159,171,181,196,201,212,224,240,257,282,298,324,347,374,398,425,450,476,509,543,592,649,720,779,834,900
groups counts:,11,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,12,13,14,15,16,17,18,19,20,21,23,25,27,29,31,34,36,38,40,43,46,49,53,59,65,70,75,81
standard deviations in prosocial proportions,11,0.15,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.13757041773110507,0.27081038440171151,0.23009963396670319,0.30672983722084551,0.25543964709164541,0.28675160964775165,0.23820659906300679,0.31655286259745141,0.30483253651547476,0.3091862103030586,0.27375705788558069,0.28121549885314817,0.25603819159562025,0.32194446800876791,0.30884571379756831,0.28599000650831574,0.29142562062358279,0.26432543274238585,0.2782933119771413,0.27282078456706071,0.26035247657871863,0.28114067868208886,0.28262689954719689,0.24377230918193876,0.28315854297215987,0.2765651551610494,0.2695790601183205,0.2612602287321184,0.27549070656126118,0.26907326273509535,0.25268331543090328
prosociality proportions:,11,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5241935483870968,0.5343511450381679,0.55,0.5503355704697986,0.5632911392405063,0.5771428571428572,0.5927835051546392,0.5942028985507246,0.5903083700440529,0.6104417670682731,0.6,0.6188925081433225,0.6137724550898204,0.6122994652406417,0.629976580796253,0.6225596529284165,0.6349514563106796,0.6355633802816901,0.6368,0.6357039187227866,0.6429512516469038,0.6504161712247325,0.6567481402763018,0.6666666666666666,0.6748936170212766,0.6758409785932722,0.6858710562414266,0.6972307692307692,0.6942328618063112,0.697495183044316
population counts:,11,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,124,131,140,149,158,175,194,207,227,249,275,307,334,374,427,461,515,568,625,689,759,841,941,1056,1175,1308,1458,1625,1838,2076
groups counts:,11,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,11,12,13,14,15,17,18,20,22,25,27,30,34,38,41,46,51,56,62,69,76,85,96,106,118,132,147,167,188
standard deviations in prosocial proportions,11,0.2,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.20909090909090911,0.27329728078008442,0.32036124097530405,0.25111347788933147,0.26032611289946561,0.27176626276279664,0.281999245949138,0.23400694309025905,0.25062592403041212,0.25830417279655754,0.24881329346590439,0.27355825865895989,0.28714114701080662,0.27253325028885717,0.258364046116001,0.25603550917915407,0.25409044605223347,0.27411723414259992,0.2422235912042931,0.25774476833278614,0.27648078185604369,0.26855948855630341,0.25123944274287008,0.24928259423132243,0.24850332525540492,0.25234317811918117,0.25204192430584116,0.24525484227474836,0.2561885292754118,0.23760519339598146,0.2459421740847102
prosociality proportions:,11,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.546875,0.5694444444444444,0.5714285714285714,0.580110497237569,0.5792079207920792,0.5758928571428571,0.594488188976378,0.6089965397923875,0.6165644171779141,0.6342105263157894,0.6454545454545455,0.662109375,0.6677966101694915,0.6758720930232558,0.6875768757687577,0.6937033084311632,0.7034611786716558,0.7032520325203252,0.7138810198300283,0.7236923076923077,0.7343503419253025,0.7381801962533452,0.7451130701418168,0.7491877842755036,0.7477973568281938,0.7447953216374269,0.7480015987210232,0.751064192065384,0.7546977421704297,0.7576702419556
population counts:,11,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,128,144,161,181,202,224,254,289,326,380,440,512,590,688,813,937,1069,1230,1412,1625,1901,2242,2609,3078,3632,4275,5004,5873,6865,8018
groups counts:,11,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,14,16,18,20,23,26,29,34,40,46,53,62,73,85,97,111,128,147,172,203,237,279,330,388,454,533,624,728
standard deviations in prosocial proportions,11,0.25,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.1698321972024491,0.31274957161131933,0.26751889283691976,0.28214858591666303,0.22857894835049325,0.25208294597586778,0.27823871307004056,0.2686656684708717,0.25756916529023516,0.26348799551137492,0.24485413646218154,0.24629485789352848,0.27383429922513641,0.25181851431161262,0.25985562215141955,0.26009434870873355,0.24184720059006318,0.24410581659955366,0.24268558454195627,0.24272500512427639,0.23612923340401681,0.22658644406470771,0.23310061651006952,0.2237692761966166,0.22171178315434931,0.22579273545811634,0.22333492144309933,0.22013533933688839,0.21694140275008514,0.2201467564334158,0.21725875664345889
prosociality proportions:,11,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5476190476190477,0.5333333333333333,0.5511363636363636,0.5631067961165048,0.5683760683760684,0.5871212121212122,0.5942492012779552,0.59375,0.5915841584158416,0.6082251082251082,0.6128440366972477,0.6220472440944882,0.6336499321573948,0.6431014823261118,0.6552053486150907,0.6680161943319838,0.6738836265223275,0.6808149405772496,0.689900426742532,0.6998011928429424,0.7045908183632734,0.7134551495016611,0.7209302325581395,0.7305927342256214,0.7399872854418309,0.7473739495798319,0.7541054451166811,0.7631251112297562,0.766774335633534,0.7717286335103815
population counts:,11,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,126,150,176,206,234,264,313,352,404,462,545,635,737,877,1047,1235,1478,1767,2109,2515,3006,3612,4343,5230,6292,7616,9256,11238,13622,16568
groups counts:,11,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,16,18,21,24,28,32,36,42,49,57,67,79,95,112,134,160,191,228,273,328,394,475,572,692,841,1021,1238,1506
standard deviations in prosocial proportions,11,0.3,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.20510025768506324,0.21819461995246323,0.28023445213384884,0.27361361654169336,0.24855214807243062,0.26422212660087968,0.23905686856802516,0.26385225341661922,0.28746574984632645,0.26373546305383239,0.27451656569297295,0.25940013375741633,0.26217686037282706,0.26292208675724266,0.27464889266698866,0.25597191285164622,0.24798010593303177,0.25353669478064317,0.25557852501066153,0.25509276512479456,0.23948769011479715,0.23848157332234415,0.23578603712543517,0.22930147316383059,0.23476286318284062,0.23036081260086341,0.22091164247206951,0.21765998203391984,0.21155834073887522,0.21354483397723231,0.20964903527771653
prosociality proportions:,11,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5338345864661654,0.567741935483871,0.6054054054054054,0.6283185840707964,0.6290909090909091,0.636094674556213,0.6416464891041163,0.6412825651302605,0.6633333333333333,0.6730506155950753,0.6817155756207675,0.6808905380333952,0.6940015186028854,0.7023882424984691,0.6989847715736041,0.7098638052001651,0.7144772117962467,0.7193932827735645,0.7275521405049397,0.7357230715164295,0.7413793103448276,0.7444165907019143,0.7513958810068649,0.7600703090669401,0.7652260482548606,0.7727230222554704,0.7788911155644622,0.7835478621097796,0.7892298647854203,0.7957567607948604
population counts:,11,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,133,155,185,226,275,338,413,499,600,731,886,1078,1317,1633,1970,2423,2984,3692,4555,5691,7076,8776,10925,13654,17076,21388,26946,33795,42525,53544
groups counts:,11,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,16,20,25,30,37,45,54,66,80,98,119,148,179,220,271,335,414,517,643,797,993,1241,1552,1944,2449,3072,3865,4867
standard deviations in prosocial proportions,11,0.35,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.12497933713515928,0.27074060713984821,0.31723805022429197,0.27889463368489598,0.24991848992617349,0.2817658786680774,0.25552211622961518,0.25258206431646307,0.27480633371193974,0.23771696370691942,0.25210210080489975,0.23690295693582158,0.24785975350151743,0.24173213797520302,0.23083744576301565,0.24900437547393525,0.23693206529178987,0.23840786808921999,0.23892849816693656,0.23188134098545365,0.22199262201296285,0.22333311406923576,0.22400867309838013,0.2188751259164235,0.21236092170567031,0.21307995361424714,0.20741630056878302,0.20751114064314791,0.20382484855918737,0.20032479943616499,0.19760859105343551
prosociality proportions:,11,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5522388059701493,0.5705521472392638,0.5918367346938775,0.6058091286307054,0.6225165562913907,0.625,0.6335540838852097,0.6509090909090909,0.6666666666666666,0.6709601873536299,0.687962962962963,0.6986994219653179,0.7171314741035857,0.7309576837416482,0.7381035081625564,0.7456989247311828,0.7532929123980765,0.7635069556777742,0.7670037926675095,0.7763828952530404,0.7811122929645951,0.7868497954412624,0.7926377597109304,0.7987847222222222,0.8045857356395473,0.8089655876646584,0.8140719962599345,0.8192582876222275,0.8233371867575711,0.8279503536264041
population counts:,11,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,134,163,196,241,302,368,453,550,687,854,1080,1384,1757,2245,2879,3720,4783,6182,7910,10196,13162,17110,22140,28800,37464,48965,64170,83860,109859,144220
groups counts:,11,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,17,21,27,33,41,50,62,77,98,125,159,204,261,338,434,562,719,926,1196,1555,2012,2618,3405,4451,5833,7623,9987,13110
standard deviations in prosocial proportions,11,0.4,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.12497933713515927,0.29273874854641357,0.26817561634845832,0.29411199316195225,0.26060983959630452,0.26309188151729457,0.26058663530382165,0.26457723252765469,0.25151442132059026,0.25548824878450477,0.26272400010993574,0.24119139785442781,0.24136876736830395,0.2395747422360591,0.23482151795905015,0.22382590950870648,0.21536598896844927,0.21619984190324718,0.21222313395730141,0.2118241339236607,0.20753921736589942,0.20749887421937743,0.20198131287835475,0.19773508898440917,0.19569494894711006,0.1905104957399662,0.19101441240894348,0.1872425768074632,0.18328450469485411,0.1801758779617624,0.17632375997149086
prosociality proportions:,11,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5303030303030303,0.5660377358490566,0.5969387755102041,0.5945945945945946,0.6139240506329114,0.6136363636363636,0.6091269841269841,0.615506329113924,0.6305170239596469,0.6437007874015748,0.6586872586872586,0.6680647094068305,0.687847866419295,0.701989150090416,0.7156780840991367,0.7260507787497333,0.7384191771946874,0.7526523562792993,0.7620203529082252,0.7722590658953012,0.7823488974670827,0.7914425814615628,0.7977375832204089,0.8040574624410571,0.8112152579672345,0.8159869098842495,0.8206832225719949,0.8260161740764761,0.8306556368359882,0.8349169927494533
population counts:,11,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,132,159,196,259,316,396,504,632,793,1016,1295,1669,2156,2765,3591,4687,6174,8106,10711,14174,18911,25288,33946,45595,61345,82505,111501,151106,204778,278048
groups counts:,11,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,17,23,28,36,45,57,72,92,117,151,196,251,326,426,561,736,973,1288,1719,2298,3086,4145,5576,7500,10136,13736,18616,25277
standard deviations in prosocial proportions,11,0.45,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.10325287901455044,0.34183376280843875,0.24167904947309252,0.22999132988886056,0.29425711906941771,0.26236442704180707,0.25114521900379966,0.22320711124733406,0.2685536878946137,0.26000828861196673,0.25682981940025051,0.24559540710918332,0.24459842070105037,0.24401572339269911,0.24017362291893238,0.23689400919552259,0.23043800899716588,0.22739801322831552,0.22227838561037086,0.21433648606545025,0.21002250507895781,0.20480922756256584,0.19893716700466679,0.19604893535564571,0.19131730635944427,0.18656250220621223,0.1853821776675294,0.18176552544064176,0.17835609569634786,0.17602086636474559,0.17318365694055279
prosociality proportions:,11,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,0.5363636363636364,0.5251798561151079,0.5480225988700564,0.5670995670995671,0.5674740484429066,0.5598885793871866,0.5701754385964912,0.5945485519591142,0.6265060240963856,0.6403326403326404,0.6546762589928058,0.6709401709401709,0.6980698529411765,0.7117707973765964,0.7197106690777577,0.7357115458381281,0.7463106113843991,0.75890920359467,0.7675123059447179,0.7726318116502708,0.7822697899838449,0.7903655360121747,0.7980881324318023,0.8050623231628049,0.8106089853186115,0.816961271102284,0.8230032897742849,0.8282750121800935,0.8335735039130231,0.8383610232729342,0.8429430544434056
population counts:,11,0.5,0.02,0,0,30,1,1.0,1,1,0.53,0.0,-10,-10,-10,-10,-10,110,139,177,231,289,359,456,587,747,962,1251,1638,2176,2897,3871,5214,7115,9681,13205,18094,24760,34169,47179,65385,90659,125875,175088,244251,341424,478152,670623
