dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
groups counts:,13,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,15,18,21,25,29,34,40,47,55,65,75,88,105,124,144,167,195,226,264,309,361,421,491,572,667,778,909,1063
standard deviations in prosocial proportions,13,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.13521842947113036,0.10891401934790287,0.13204682606166507,0.13778640372339759,0.10512006835047717,0.099531050772616925,0.17020044725943914,0.15187068068476989,0.12681684437129309,0.14550321749007397,0.15150148136724323,0.10509025185035492,0.12328169360720506,0.12721573224682267,0.13936214993864052,0.13571089344136358,0.13537227510816552,0.14913935692302407,0.1293221526860002,0.14003597234232915,0.12417422063017743,0.13833210071398075,0.13156066246939963,0.13947195875413529,0.12798574092371615,0.13697470483970778,0.12960434906575566,0.13735756401929022,0.13573769287162651,0.1339819669663383,0.1371596220052986
prosociality proportions:,13,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5307692307692308,0.5231788079470199,0.4972375690607735,0.49765258215962443,0.49387755102040815,0.4912891986062718,0.49137931034482757,0.5037220843672456,0.5148936170212766,0.5218181818181818,0.5263157894736842,0.5294924554183813,0.5309218203033839,0.5355731225296443,0.5384615384615384,0.5345557122708039,0.5380434782608695,0.5423991726990692,0.5436594997806056,0.5420353982300885,0.5489521426337192,0.5495615200637789,0.5551093261936635,0.5536893753538403,0.5509942270686338,0.5483827126936668,0.5480447571807591,0.5499902171786343,0.5482166446499339,0.5498419388830348,0.550944971084481
population counts:,13,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,130,151,181,213,245,287,348,403,470,550,627,729,857,1012,1209,1418,1656,1934,2279,2712,3197,3763,4482,5299,6236,7358,8669,10222,12112,14235,16773
groups counts:,13,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,16,18,22,26,31,36,42,48,56,65,77,93,109,127,148,175,208,245,289,344,407,479,566,666,786,931,1095,1290
standard deviations in prosocial proportions,13,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.13076923076923075,0.14098838488659082,0.1142746472105768,0.12665513020881375,0.1383538379684941,0.17803251711449403,0.15001205153390262,0.15114086682720657,0.11205971112645775,0.13187332309767269,0.13022547737636553,0.13539629683709378,0.13940016898953533,0.13172994000240354,0.15873137063741413,0.13053840214057991,0.14218455100068442,0.13488916699629155,0.14099953254778116,0.13473795070322431,0.12939706380413174,0.13901248298031271,0.13719633086846381,0.13017034481639969,0.13697972327639465,0.13179826346831719,0.13747298483951936,0.13435470499529711,0.14140983820889608,0.14155374905437204,0.13449708219285192
prosociality proportions:,13,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5307692307692308,0.535483870967742,0.5368421052631579,0.5377777777777778,0.5255474452554745,0.5365853658536586,0.5319693094629157,0.5437100213219617,0.5563258232235702,0.5435393258426966,0.5456674473067916,0.542747358309318,0.542319749216301,0.5412303664921466,0.5366250678241997,0.5370539798719122,0.5381984036488028,0.5424483306836247,0.5477941176470589,0.5497835497835498,0.5538296732726299,0.5554410248858783,0.5558549730524253,0.5572874493927126,0.560221272315816,0.5629203355751231,0.5661197187124807,0.5656608385034781,0.5666576580054824,0.569846976107912,0.56991691487694
population counts:,13,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,130,155,190,225,274,328,391,469,577,712,854,1041,1276,1528,1843,2186,2631,3145,3808,4620,5601,6791,8164,9880,11931,14423,17491,21276,25901,31433,38274
groups counts:,13,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,17,21,25,30,36,44,54,65,80,98,117,141,168,202,241,292,355,430,522,628,760,917,1109,1345,1636,1992,2417,2944
standard deviations in prosocial proportions,13,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.10575174680667322,0.146304976266943,0.11085928860932669,0.17909123874107646,0.15974721269732159,0.15473276705136524,0.14993681217727289,0.13482356908181478,0.11940177835303624,0.15805302198804375,0.12764791484216478,0.12842839133611941,0.12605928607462252,0.13781467550264195,0.13221298183466235,0.14308024208765549,0.14153639309349764,0.14302456446764325,0.1367506444180191,0.14093153408357459,0.13729012046453248,0.13325984010806327,0.14166272397324964,0.13840751722173569,0.13708062129763515,0.13993785612173784,0.13655854698357506,0.13754957789123948,0.13622599481664135,0.13518272921700333,0.13618688105539767
prosociality proportions:,13,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5307692307692308,0.5286624203821656,0.5612244897959183,0.562753036437247,0.5667752442996743,0.5625,0.5698447893569845,0.5611888111888111,0.5647226173541963,0.5720876585928489,0.5794392523364486,0.5775927327781983,0.5817513778322106,0.5832923832923833,0.57981220657277,0.5891152132399745,0.5893584521384929,0.5892639284261895,0.5870662974425802,0.5853467415436855,0.5888223552894212,0.5931520644511581,0.5971557682083998,0.6015140363789296,0.6045228441249008,0.6071310116086236,0.6103157894736843,0.6124014888440664,0.6166154654925992,0.6199459866524708,0.6224651229685028
population counts:,13,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,130,157,196,247,307,368,451,572,703,867,1070,1321,1633,2035,2556,3142,3928,4918,6139,7657,9519,11916,15048,19022,23923,30150,38000,48091,60871,77018,97342
groups counts:,13,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,23,28,34,44,54,66,82,101,125,156,196,241,302,378,472,589,732,916,1157,1463,1840,2319,2923,3699,4682,5924,7487
standard deviations in prosocial proportions,13,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.087367820704619598,0.10082725323260421,0.086291534837958025,0.11719931033303747,0.15973861343175813,0.14349012624732665,0.12151016713013206,0.13179313816748073,0.13970629862319286,0.15113712708692567,0.15280463106314016,0.1362560797662109,0.13334583043313242,0.1352993085152753,0.12814255996318091,0.12946350669085696,0.13357332655230958,0.13021726690625876,0.1283204564923501,0.13176326164501978,0.13481438021219921,0.13456889177039227,0.13702622147791896,0.13478062242280742,0.13898386830464421,0.13944060151126639,0.13260592628083379,0.13651754309842912,0.13717074427009804,0.13566581172239817,0.13463053951305798
prosociality proportions:,13,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5307692307692308,0.5443037974683544,0.5346534653465347,0.5573122529644269,0.5510835913312694,0.5558194774346793,0.5365853658536586,0.5623100303951368,0.5766509433962265,0.5828729281767956,0.5811103100216294,0.5862457722660653,0.5915863277826467,0.5954714430550861,0.6001057921184871,0.6038517291364672,0.6049085659287776,0.6109657320872274,0.6139963521167323,0.6183792568515919,0.6222323152038152,0.6262573252864515,0.6285608707336737,0.6322219921308759,0.635018837993258,0.6372284472901898,0.6417074224084601,0.6444559520727123,0.6473078630202465,0.6511518840247417,0.6538247632365093
population counts:,13,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,130,158,202,253,323,421,533,658,848,1086,1387,1774,2282,2959,3781,4829,6234,8025,10417,13537,17614,22866,29768,38632,50430,65595,85673,112003,146445,191903,251728
groups counts:,13,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,24,32,41,50,65,83,106,136,175,227,290,371,479,617,801,1041,1354,1758,2289,2971,3879,5045,6590,8615,11265,14761,19363
standard deviations in prosocial proportions,13,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.21879173312812139,0.14396451964535217,0.21506105621336824,0.13771863399880094,0.088525219951626211,0.13422487211561862,0.13322146698744264,0.13354524178144075,0.13033314516044672,0.13417958893951726,0.14086751248599877,0.14663019483085016,0.13085985164332942,0.13123282308880677,0.13798365973462834,0.13395673885416218,0.12896199395796826,0.13381601605368809,0.13554302414544581,0.13651663310917378,0.13615827386943111,0.136590947818236,0.13391135324068273,0.13104020128299776,0.13291214873520471,0.13428684814704148,0.1330311646074363,0.13326313429543496,0.13128039874400674,0.13119380801860642,0.13178212191807401
prosociality proportions:,14,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5323741007194245,0.5255474452554745,0.5185185185185185,0.5149253731343284,0.5038167938931297,0.5,0.4921875,0.4921875,0.48412698412698413,0.47580645161290325,0.47580645161290325,0.4715447154471545,0.4628099173553719,0.4628099173553719,0.453781512605042,0.43478260869565216,0.4247787610619469,0.4247787610619469,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4036697247706422,0.3925233644859813,0.3867924528301887,0.3867924528301887,0.3867924528301887,0.3867924528301887,0.36893203883495146,0.3564356435643564,0.35
population counts:,14,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,139,137,135,134,131,130,128,128,126,124,124,123,121,121,119,115,113,113,110,110,110,109,107,106,106,106,106,103,101,100
groups counts:,14,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
standard deviations in prosocial proportions,14,0.0,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.13267268300719079,0.15982484625827575,0.1084243049504033,0.08764562641629059,0.11348928845536174,0.083420211704577224,0.11126469606965546,0.16208794146960862,0.1046656604560923,0.11054276410463588,0.09462554124313137,0.065509157014708858,0.1208142495705931,0.12057151052095828,0.097805788285879172,0.1373736793486211,0.09137244060707983,0.084731050430343874,0.11608211184046577,0.072935493196388645,0.1080910425030111,0.14202884875105837,0.094333501598369202,0.14323115722178947,0.099499171021740718,0.10349614121872144,0.12301715309113817,0.058967639766930986,0.085746673505244786,0.097514106052731031,0.12769198559702039
prosociality proportions:,14,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5310344827586206,0.5205479452054794,0.5238095238095238,0.5266666666666666,0.5290322580645161,0.5220125786163522,0.5238095238095238,0.5235294117647059,0.5290697674418605,0.5144508670520231,0.5112359550561798,0.5166666666666667,0.5243243243243243,0.5287958115183246,0.520618556701031,0.5128205128205128,0.5076142131979695,0.5,0.49261083743842365,0.48826291079812206,0.4792626728110599,0.4697674418604651,0.4727272727272727,0.47533632286995514,0.48,0.4690265486725664,0.4517543859649123,0.44052863436123346,0.43776824034334766,0.4334763948497854
population counts:,14,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,145,146,147,150,155,159,168,170,172,173,178,180,185,191,194,195,197,200,203,213,217,215,220,223,225,226,228,227,233,233
groups counts:,14,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,11,11,12,12,12,12,12,12,13,13,13,13,14,14,14,15,15,15,15,15,16,16,16,16,16,16
standard deviations in prosocial proportions,14,0.05,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.097153360776681755,0.088581668634885105,0.13803693350454385,0.14728071828085393,0.18487232831816064,0.10843270133446682,0.11376307097938108,0.13149239306175312,0.17942257471528025,0.11057338704635258,0.11459668890762763,0.11752130012842366,0.11587029785896781,0.17170151403225994,0.12393842045156445,0.13132774911091,0.10256410256410255,0.10158628927257199,0.137091287140228,0.11379876825211692,0.10255491557203339,0.15736107983940545,0.15083407979336139,0.069021158951208583,0.12936108670438096,0.141703864164135,0.10572976881467888,0.11348772746739749,0.12522053957616552,0.11590953300427813,0.14897579996067448
prosociality proportions:,14,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5319148936170213,0.5503355704697986,0.5454545454545454,0.558282208588957,0.5575757575757576,0.5523255813953488,0.5388888888888889,0.5487179487179488,0.5202020202020202,0.5097087378640777,0.5207373271889401,0.5178571428571429,0.5066079295154186,0.5166666666666667,0.5099601593625498,0.5019157088122606,0.4981132075471698,0.5035971223021583,0.496551724137931,0.49333333333333335,0.49038461538461536,0.4707692307692308,0.45671641791044776,0.44868035190615835,0.4481792717086835,0.4497354497354497,0.43544303797468353,0.43243243243243246,0.4142857142857143,0.4178082191780822
population counts:,14,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,141,149,154,163,165,172,180,195,198,206,217,224,227,240,251,261,265,278,290,300,312,325,335,341,357,378,395,407,420,438
groups counts:,14,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,11,11,11,12,12,13,14,14,15,16,16,17,17,18,18,19,20,21,22,23,23,24,25,27,28,29,30,31
standard deviations in prosocial proportions,14,0.1,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.12474463711837842,0.13086577222534568,0.15098242152640592,0.11506522822512566,0.13392095172692242,0.11814296175526018,0.11456645412679357,0.088016552876415854,0.12582404252702867,0.14547687042860313,0.14520304185954391,0.10966680336428657,0.11978935593748875,0.14601179556612695,0.10423932334148524,0.11915269707647427,0.13069131156600755,0.12997039757883946,0.16904831574716489,0.11737974499523926,0.15678562727471335,0.11238936494236709,0.10703553300862569,0.13662713967852416,0.11852796636567917,0.11741833655625168,0.1516036908136974,0.15587242662931924,0.14950646489445041,0.1228903609577518,0.096600922589137661
prosociality proportions:,14,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5234899328859061,0.5256410256410257,0.50920245398773,0.5,0.5026178010471204,0.5121951219512195,0.5211267605633803,0.5022222222222222,0.4829059829059829,0.476,0.4756554307116105,0.475177304964539,0.47635135135135137,0.4681528662420382,0.4818181818181818,0.4704225352112676,0.47757255936675463,0.472636815920398,0.4752941176470588,0.4722838137472284,0.47708333333333336,0.47766990291262135,0.4675324675324675,0.46608695652173915,0.46434494195688225,0.46500777604976673,0.4616519174041298,0.4622905027932961,0.4505928853754941,0.45165394402035625
population counts:,14,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,149,156,163,176,191,205,213,225,234,250,267,282,296,314,330,355,379,402,425,451,480,515,539,575,603,643,678,716,759,786
groups counts:,14,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,11,12,13,14,15,16,16,17,19,20,21,22,23,25,27,28,30,32,34,36,38,41,43,45,48,51,54,56
standard deviations in prosocial proportions,14,0.15,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.10227015045197396,0.13698734569228865,0.17550469086660397,0.14738845276706822,0.092066912908530446,0.086656169342498965,0.093066221968691479,0.11557299711385688,0.093131462931466416,0.11941609640928919,0.097915888818020796,0.12833450741345473,0.13998926910607332,0.086946002583464993,0.13827916614573202,0.090778663492539061,0.098867235011049839,0.093759174955694566,0.14673431542248225,0.12825563805293641,0.15225999663721171,0.11562860995945969,0.1419397843536199,0.10347910817943697,0.12218715079600752,0.12708151467400428,0.12918914471037854,0.13084046293720675,0.15302432104033414,0.12970870064401893,0.15112073029900586
prosociality proportions:,14,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5308641975308642,0.5371428571428571,0.544973544973545,0.5652173913043478,0.5764192139737991,0.5813953488372093,0.5714285714285714,0.565359477124183,0.5753012048192772,0.571830985915493,0.5778894472361809,0.5789473684210527,0.5791583166332666,0.5873873873873874,0.5909090909090909,0.5903083700440529,0.5965608465608465,0.5995203836930456,0.6059957173447538,0.6062378167641326,0.6069868995633187,0.6090764331210191,0.6061692969870875,0.6041666666666666,0.6029498525073747,0.6046883324453916,0.6027000964320154,0.6025472112428634,0.6025487853444843,0.6070010826416457
population counts:,14,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,162,175,189,207,229,258,273,306,332,355,398,456,499,555,616,681,756,834,934,1026,1145,1256,1394,1536,1695,1877,2074,2277,2511,2771
groups counts:,14,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,13,14,16,18,19,21,23,25,28,32,35,39,44,48,54,59,66,73,81,89,99,109,121,134,148,162,179,197
standard deviations in prosocial proportions,14,0.2,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.10714285714285715,0.075272410588514596,0.15416653898791469,0.11748252692130205,0.1088669192572559,0.15043870087543443,0.147328610000797,0.16419579101586451,0.11781349297865903,0.11970097067798756,0.16463755285330198,0.11460061491730046,0.14860335420396451,0.15063872832194289,0.13286221427493339,0.13651815611447168,0.13298295652641137,0.10572912755763261,0.14192052390375218,0.13608153937258424,0.14530885784437883,0.12634968996478693,0.11667402469021833,0.14445921967756656,0.13636039655409335,0.12331833092632341,0.12213545715603499,0.13518703422103825,0.13057555983635999,0.12292057980975134,0.13538775298103217
prosociality proportions:,14,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5506329113924051,0.532608695652174,0.5314009661835749,0.5442477876106194,0.550561797752809,0.5570032573289903,0.5520231213872833,0.5348837209302325,0.5351473922902494,0.5304878048780488,0.5302752293577981,0.5218800648298217,0.5197080291970803,0.5124508519003932,0.507514450867052,0.5052192066805845,0.5037243947858473,0.5037406483790524,0.49887133182844245,0.5020215633423181,0.4982185273159145,0.49518716577540106,0.49473180076628354,0.4948717948717949,0.4919847328244275,0.49261929282526606,0.4867692307692308,0.48609198567887635,0.48484848484848486,0.48741367787926043
population counts:,14,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,158,184,207,226,267,307,346,387,441,492,545,617,685,763,865,958,1074,1203,1329,1484,1684,1870,2088,2340,2620,2913,3250,3631,4026,4489
groups counts:,14,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,14,16,19,21,24,27,31,35,38,44,48,54,61,68,76,85,94,106,120,133,149,167,187,208,232,259,287,320
standard deviations in prosocial proportions,14,0.25,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.11180339887498948,0.11976564260673407,0.15048749649898013,0.1056728878222559,0.10448717697909742,0.11654054490785948,0.11462983142165584,0.098303630998416922,0.10019158043306604,0.13581107233901832,0.13317260894578786,0.14296048893434862,0.14491063141292876,0.12697033035169888,0.11381634405235019,0.12929516885815595,0.12113097135804599,0.11575739500742017,0.1351934138149847,0.14495850609412475,0.12922026577144421,0.13782471564410514,0.13777688386886763,0.13724697423310239,0.13570821589659365,0.13370642699672225,0.13089482768868402,0.13985969645756952,0.13048132069063156,0.13040869514686698,0.14223213662949996
prosociality proportions:,14,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5123456790123457,0.5359116022099447,0.5446009389671361,0.5669291338582677,0.5694915254237288,0.5740181268882175,0.5660377358490566,0.5758293838862559,0.5877551020408164,0.5901926444833625,0.5817378497790869,0.5905118601747815,0.6008676789587852,0.5988805970149254,0.5967741935483871,0.5960082587749483,0.5942622950819673,0.5831683168316831,0.5769888793840889,0.5739579490962744,0.5782940802036919,0.5779791323448654,0.5776892430278885,0.5748204309656824,0.5764665405126441,0.5752251587184408,0.5754218081087887,0.5771010437964059,0.5787379718726869,0.5803896721051798
population counts:,14,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,162,181,213,254,295,331,371,422,490,571,679,801,922,1072,1240,1453,1708,2020,2338,2711,3142,3642,4267,5012,5813,6773,7942,9293,10808,12626
groups counts:,14,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,12,15,18,21,23,26,30,35,40,48,57,65,76,88,103,122,144,167,193,224,260,304,358,415,483,567,663,772,901
standard deviations in prosocial proportions,14,0.3,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.079859570624992493,0.18017917200102673,0.11575109907352236,0.097948727081112588,0.092603173998557387,0.15911679506787907,0.14367127812678646,0.15490088477531111,0.13483554739952519,0.1094456136962606,0.12753795397925835,0.13773296619435155,0.14689487013999672,0.13431998187897221,0.1440455341116593,0.12635868846248646,0.13031839912852405,0.13634648555059731,0.13147800488840461,0.12938956785549066,0.13314199335632818,0.12097732775325938,0.13573478784103696,0.13846607370892844,0.13143659201157862,0.12846877839386947,0.13153366671771319,0.12952099200542344,0.13142880468589907,0.13330668106469834,0.13327429386638975
prosociality proportions:,14,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5443786982248521,0.5432692307692307,0.5469387755102041,0.5547445255474452,0.558282208588957,0.5688311688311688,0.5403050108932462,0.5344506517690876,0.526813880126183,0.5270092226613966,0.5354767184035477,0.5305343511450382,0.5276422764227642,0.527449617790132,0.5200239091452481,0.5209397344228804,0.5211024978466839,0.5269571639586411,0.5315145813734713,0.5294906166219839,0.5285878300803674,0.5314095013741656,0.5308373725555742,0.5299060096838507,0.5341419041843541,0.5359179019384265,0.534756527875794,0.5354519562284515,0.538120286456683,0.5402471789360559
population counts:,14,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,169,208,245,274,326,385,459,537,634,759,902,1048,1230,1439,1673,1958,2322,2708,3189,3730,4355,5094,5983,7022,8245,9647,11336,13342,15779,18610
groups counts:,14,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,14,17,19,23,27,32,38,45,54,64,74,87,102,119,139,165,193,227,266,311,363,427,501,588,689,809,953,1127,1329
standard deviations in prosocial proportions,14,0.35,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.14725377234348785,0.073110704463025603,0.16933173950173683,0.10766582972328341,0.11894600596794552,0.1279281976509776,0.13113749468235003,0.12035434252665202,0.12960883364370429,0.15606854907476414,0.12806625436614247,0.15103565552195145,0.13791882242651524,0.12509686012966117,0.12889667033326402,0.15240466800565752,0.13326256216768342,0.12469941913509107,0.123882149934037,0.12899525594516947,0.13461642791142017,0.13194422618693788,0.14051850248690906,0.13138031451968621,0.13447126571696111,0.12966691265252026,0.12959429566709849,0.13288848043912327,0.12982526968232616,0.13603282776009468,0.13064774195795129
prosociality proportions:,14,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5180722891566265,0.48792270531400966,0.47950819672131145,0.4913494809688581,0.48703170028818443,0.4916467780429594,0.4959349593495935,0.5095652173913043,0.5268505079825835,0.5211608222490931,0.5236656596173213,0.5281923714759535,0.5271105010295127,0.5278099652375434,0.5269286754002911,0.5319672131147541,0.5319727891156463,0.5343945423536101,0.5354293758798686,0.5375463233859957,0.5441650548033526,0.5456375838926174,0.547911547911548,0.5478060046189377,0.5520079250171455,0.5562818176104581,0.556911413438571,0.5576214548881844,0.5590470467639885,0.5612301413788078
population counts:,14,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,166,207,244,289,347,419,492,575,689,827,993,1206,1457,1726,2061,2440,2940,3518,4262,5127,6204,7450,8954,10825,13123,15911,19258,23342,28291,34305
groups counts:,14,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,17,20,24,29,35,41,49,59,70,86,104,123,147,174,210,251,304,366,443,532,639,773,937,1136,1375,1667,2020,2450
standard deviations in prosocial proportions,14,0.4,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.065853888980663494,0.13108140490070971,0.12720042519482427,0.15819512177412759,0.12536658265004863,0.12607561908789131,0.14178237915031672,0.12906653403132143,0.13509451672269987,0.12648694010604697,0.13866147827900685,0.13466159511441922,0.12820679123423045,0.13397554825598396,0.13105226134070758,0.14665662904772545,0.129028569084602,0.14604635777097749,0.13225778894259907,0.13689769223930781,0.13575813335322226,0.13139326597434631,0.13651315332792616,0.13231989200183208,0.13399161142066249,0.13230699262375575,0.12903334284358309,0.12882644798872786,0.1265673851549943,0.13586671836836822,0.13034202792522015
prosociality proportions:,14,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5421686746987951,0.5714285714285714,0.5992063492063492,0.6096774193548387,0.6106666666666667,0.6218487394957983,0.6270358306188925,0.6178343949044586,0.6196623634558094,0.6294573643410852,0.6205035971223022,0.6240530303030303,0.6273849607182941,0.6298245614035087,0.6326718966312875,0.6368249365712214,0.6390457368718239,0.639203913720258,0.6418907198612316,0.644883862666757,0.6456338922092347,0.6524960675552612,0.6546711230814161,0.6572917193585918,0.6601751715138694,0.6622041192745158,0.6633958380700515,0.6660402284948738,0.6679256750889989,0.669497284516408
population counts:,14,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,140,166,203,252,310,375,476,614,785,1007,1290,1668,2112,2673,3420,4334,5518,7084,8994,11530,14767,18907,24158,30817,39538,50579,65060,83567,107486,138204,178053
groups counts:,14,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,14,18,22,26,34,43,56,71,92,119,150,190,244,309,394,506,642,823,1054,1350,1725,2201,2824,3612,4647,5969,7677,9871,12718
standard deviations in prosocial proportions,14,0.45,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.15067873649806418,0.1245930013201441,0.080318215745009192,0.11202852550391353,0.098563547833497814,0.13338125069818016,0.1102891155328293,0.11294693027815043,0.13210068908431369,0.13808004166592669,0.13164888749534809,0.13246811629150149,0.12033098303201151,0.13474273468437056,0.11942819825018874,0.12543898702343209,0.13795379925372639,0.12386287198543758,0.12902690665234526,0.13009652674849581,0.12787769740759514,0.12892685207712354,0.12755262655327748,0.12607037749045993,0.12199919233389724,0.12550362375744925,0.12624062277399753,0.12580791613563402,0.12617621537930698,0.12579192265754804,0.12669008573057006
prosociality proportions:,14,0.5,0.02,0,0,30,1,1.0,0,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5371428571428571,0.5539906103286385,0.5228070175438596,0.5444444444444444,0.5506607929515418,0.5394045534150613,0.5330520393811533,0.5341545352743561,0.5370036101083032,0.5398550724637681,0.5362903225806451,0.5278673422385998,0.5250737463126843,0.5288404944084756,0.5325402379286214,0.5345311622683886,0.5371666914941159,0.5407058823529411,0.5478927203065134,0.5497405485544848,0.5532164428546297,0.5551020408163265,0.5559855426965061,0.5566671471817789,0.5595506129039595,0.5610591230145925,0.5651891952856257,0.5686061224942838,0.5727981035714909,0.5754764001829814
