dependent vars,target group size,extra reproduction probability,cost of prosociality,reproduction type,prosocial phenotype,number of rounds,base reproduction rate,base reproduction probability,prosociality type,migration type,seed proportion prosocial,mutation rate,placeholder 1,placeholder 2,placeholder 3,placeholder 4,placeholder 5,starting state,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30
groups counts:,14,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
standard deviations in prosocial proportions,14,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.18965597210502505,0.11676215962562081,0.13557781642757868,0.13618352822852028,0.12692679481766792,0.14723452222609815,0.098441140567684521,0.15914232202532422,0.094467784230898466,0.12130372482488987,0.12063111671307883,0.10529467373030899,0.074419046247882287,0.10805825883099959,0.10353721383408999,0.13549350253434644,0.14888926434954522,0.090944901213258475,0.077020681470301583,0.10243630840142359,0.10295898562577449,0.076836454258039824,0.089333320641688613,0.069329269569552085,0.10846734254646866,0.11976864981479106,0.13752190095628544,0.16483904401214841,0.087299332582716535,0.10325622534531445,0.12932977412873833
prosociality proportions:,14,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5070422535211268,0.4930555555555556,0.48951048951048953,0.48299319727891155,0.4797297297297297,0.46308724832214765,0.45751633986928103,0.461038961038961,0.4716981132075472,0.4691358024691358,0.4727272727272727,0.46107784431137727,0.4550898203592814,0.45348837209302323,0.4425287356321839,0.441340782122905,0.4419889502762431,0.43169398907103823,0.425414364640884,0.42473118279569894,0.4126984126984127,0.4010416666666667,0.39790575916230364,0.39378238341968913,0.3826530612244898,0.3756345177664975,0.3673469387755102,0.36363636363636365,0.3582089552238806,0.35467980295566504
population counts:,14,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,142,144,143,147,148,149,153,154,159,162,165,167,167,172,174,179,181,183,181,186,189,192,191,193,196,197,196,198,201,203
groups counts:,14,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,12,12,12,12,13,12,13,13,13,13,13,14,14,14,14,14,14
standard deviations in prosocial proportions,14,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.1540275618060559,0.12004250947740412,0.060946800339766218,0.11389715693675873,0.080367635999199161,0.14739537586164914,0.15245236421915229,0.096144422615147065,0.18112111274001758,0.1361456376074193,0.098725978535175479,0.14342011595393006,0.14956030597711059,0.087372825066761597,0.082692166842102247,0.10825699385987365,0.093140762086780918,0.15846234692670222,0.081998936730451111,0.11529607870126758,0.11875591198100059,0.085071633589454757,0.1184821736237013,0.14352151328023594,0.11380451904851652,0.17414334863138789,0.095737877177126327,0.15237943390885797,0.095555835369650358,0.14211216507615143,0.16071743509133923
prosociality proportions:,14,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5314685314685315,0.5302013422818792,0.5163398692810458,0.5,0.503030303030303,0.5088757396449705,0.5055555555555555,0.5026455026455027,0.4897959183673469,0.4752475247524752,0.4688995215311005,0.47085201793721976,0.47863247863247865,0.48148148148148145,0.4801587301587302,0.4770992366412214,0.46296296296296297,0.45054945054945056,0.4421052631578947,0.43812709030100333,0.44193548387096776,0.4426751592356688,0.4307692307692308,0.4108761329305136,0.41124260355029585,0.40762463343108507,0.40509915014164305,0.39215686274509803,0.3850267379679144,0.37595907928388744
population counts:,14,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,143,149,153,158,165,169,180,189,196,202,209,223,234,243,252,262,270,273,285,299,310,314,325,331,338,341,353,357,374,391
groups counts:,14,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,11,11,12,12,13,14,14,14,15,16,17,18,18,19,19,20,21,22,22,23,23,24,24,25,25,26,27
standard deviations in prosocial proportions,14,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.10714285714285716,0.14870262827310349,0.088032152444124503,0.15626999872016381,0.15040782749101364,0.15919909741289329,0.11519903465868879,0.099845559753396818,0.10036630036630034,0.15708983998306791,0.07637323198078802,0.12892906384198241,0.12856790118618061,0.1199607834634344,0.12094549147891935,0.12778763641352872,0.14468843861234251,0.11109063196552313,0.13787650576564139,0.12118650007510537,0.092472533884320612,0.10828331767920002,0.13615596087319431,0.093701255747559706,0.11247668065293015,0.14299582664326177,0.13604052035934819,0.10879675865519869,0.10423834540638691,0.12432754623993049,0.12329921917204201
prosociality proportions:,14,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.543046357615894,0.5471698113207547,0.5465116279069767,0.543010752688172,0.5226130653266332,0.5285714285714286,0.5486725663716814,0.5465587044534413,0.5509433962264151,0.539568345323741,0.5326460481099656,0.532051282051282,0.525679758308157,0.5169491525423728,0.5080213903743316,0.5062972292191436,0.49643705463182897,0.4841628959276018,0.4789915966386555,0.47326732673267324,0.4766355140186916,0.4774305555555556,0.4745484400656814,0.4552590266875981,0.4482758620689655,0.441340782122905,0.42895086321381143,0.4271356783919598,0.41232227488151657,0.4124293785310734
population counts:,14,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,151,159,172,186,199,210,226,247,265,278,291,312,331,354,374,397,421,442,476,505,535,576,609,637,667,716,753,796,844,885
groups counts:,14,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,13,14,15,16,17,18,19,20,22,23,25,26,28,30,31,34,36,38,41,43,45,47,51,53,56,60,63
standard deviations in prosocial proportions,14,0.15,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.079859570624992507,0.10107151620950823,0.087901176428566111,0.15929809111918189,0.1097227052121485,0.11904033019474647,0.11895234282663618,0.10892003284254816,0.12686942147242486,0.13899366166577218,0.12063966462715529,0.13539121948237698,0.10658958992097914,0.13568518496048418,0.12165957485621513,0.099334452840792745,0.097826227799507059,0.11891378720782481,0.15367955406893422,0.15351954543231186,0.14668590542410059,0.13653588116842916,0.15228301291547158,0.13025760451027313,0.1463046296314833,0.14676826495344836,0.13689657680045952,0.13826351879763205,0.12313697381543062,0.14303419363654532,0.14467882337789989
prosociality proportions:,14,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5298013245033113,0.5212121212121212,0.5056818181818182,0.5154639175257731,0.5073170731707317,0.5194805194805194,0.5040650406504065,0.49458483754512633,0.48109965635738833,0.4793650793650794,0.46726190476190477,0.4535211267605634,0.4348958333333333,0.43509615384615385,0.4170403587443946,0.42203742203742206,0.40847784200385356,0.3914590747330961,0.3834710743801653,0.3667180277349769,0.36429608127721336,0.35182679296346414,0.34314980793854033,0.33900364520048604,0.32839224629418473,0.324295010845987,0.3204868154158215,0.319047619047619,0.3153153153153153,0.3092608326253186
population counts:,14,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,151,165,176,194,205,231,246,277,291,315,336,355,384,416,446,481,519,562,605,649,689,739,781,823,877,922,986,1050,1110,1177
groups counts:,14,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,11,12,13,14,16,17,19,20,22,24,25,27,29,31,34,37,40,43,46,49,52,55,58,62,65,70,75,79,84
standard deviations in prosocial proportions,14,0.2,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.079859570624992493,0.096975977838729605,0.12970263369110724,0.16263984621463334,0.1161905685738862,0.17004931869886639,0.099395850755412782,0.12775934622894322,0.13100267648256347,0.12236890806027462,0.11276474629996647,0.1219511979080231,0.12501189059091797,0.1315450752704804,0.15533679098224332,0.12331090777946226,0.11036130184451949,0.096288513155444774,0.12297284833885662,0.12986431012818025,0.10359981369637085,0.12970240802479552,0.12393287199309011,0.15229616885748803,0.12685194033384545,0.12975814856303278,0.11009953182788788,0.13236537791780045,0.11741740958036145,0.12909982481442409,0.11750009176082864
prosociality proportions:,14,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.535031847133758,0.510989010989011,0.48292682926829267,0.49344978165938863,0.5038461538461538,0.49828178694158076,0.47878787878787876,0.4716981132075472,0.46153846153846156,0.4535637149028078,0.44841269841269843,0.43672014260249553,0.4288079470198676,0.42342342342342343,0.41208791208791207,0.4056482670089859,0.3983644859813084,0.3906420021762786,0.3852376137512639,0.38003663003663,0.36908783783783783,0.3637770897832817,0.36252692031586503,0.3591455273698264,0.35181762168823166,0.34366035570854847,0.34053769109119664,0.33658536585365856,0.33074107959743826,0.32896959459459457
population counts:,14,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,157,182,205,229,260,291,330,371,416,463,504,561,604,666,728,779,856,919,989,1092,1184,1292,1393,1498,1623,1743,1897,2050,2186,2368
groups counts:,14,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,14,16,18,20,23,26,29,33,36,40,43,47,52,55,61,65,70,78,84,92,99,107,115,124,135,146,156,169
standard deviations in prosocial proportions,14,0.25,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.12058530725810096,0.12262778746415301,0.14243386150346948,0.15212563644783295,0.18105319090396596,0.13983101976940282,0.13498866165537829,0.16690786656706161,0.13826371122651296,0.11680591397264181,0.11208211240740996,0.15021820024402938,0.14270706402434666,0.1491134782384419,0.11953831914107428,0.13186813186813187,0.11710339992607062,0.11868292381181673,0.13029538307021599,0.13425090355135297,0.12555142096812505,0.1173032086296843,0.13318394784339815,0.13088085842437416,0.11153992242171684,0.12529961862476938,0.13442701212519051,0.12543479681185357,0.12808602887464485,0.12994589389667405,0.11897762960185287
prosociality proportions:,14,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5375,0.5268817204301075,0.4835680751173709,0.49387755102040815,0.4854014598540146,0.47435897435897434,0.4704225352112676,0.46454767726161367,0.4625267665952891,0.45681381957773515,0.4520547945205479,0.45440956651718983,0.4484605087014726,0.4576470588235294,0.456725755995829,0.45872420262664165,0.46422628951747086,0.46868091378039795,0.4654498044328553,0.4636258660508083,0.4557926829268293,0.4452983725135624,0.43901453957996767,0.4347041847041847,0.4284795885567342,0.4279123414071511,0.4219114219114219,0.4169937658739321,0.4127870887647424,0.40644086618545255
population counts:,14,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,160,186,213,245,274,312,355,409,467,521,584,669,747,850,959,1066,1202,1357,1534,1732,1968,2212,2476,2772,3111,3468,3861,4331,4833,5403
groups counts:,14,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,15,17,19,22,25,29,33,37,41,47,53,60,68,76,85,96,109,123,140,158,176,198,222,247,275,309,345,385
standard deviations in prosocial proportions,14,0.3,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.15730511103960887,0.097822088496067314,0.13384958222931967,0.12421991406225763,0.17837529735511515,0.12146316021049779,0.11949855563723487,0.11093500783665551,0.12509448921563363,0.100599660860827,0.11202605099689829,0.099709217180301221,0.14209747212860946,0.11488369666855669,0.13212281176909127,0.11689776980102483,0.14740438029901234,0.1407782387410797,0.13439204600466872,0.12647129656525719,0.12757532134531144,0.13747429176703746,0.13086356497320389,0.12436439748862503,0.13193652274024489,0.13467511228525519,0.1438837832692017,0.13676841839350198,0.12328342577902741,0.12815955071577481,0.12868104459911214
prosociality proportions:,14,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5189873417721519,0.5080213903743316,0.511520737327189,0.503968253968254,0.4983277591973244,0.4899713467048711,0.47560975609756095,0.45588235294117646,0.44789762340036565,0.4462279293739968,0.43385490753911804,0.4348370927318296,0.43660418963616315,0.43695861405197306,0.4335016835016835,0.42551622418879054,0.4201954397394137,0.41946697566628044,0.4192405063291139,0.4100847835787595,0.4081954294720252,0.4061089899340507,0.4001851280468991,0.3946224877783813,0.39210969449121963,0.3853367433930094,0.379467680608365,0.37142370572207084,0.3630979498861048,0.3577346190411517
population counts:,14,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,158,187,217,252,299,349,410,476,547,623,703,798,907,1039,1188,1356,1535,1726,1975,2241,2538,2881,3241,3682,4157,4692,5260,5872,6585,7363
groups counts:,14,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,15,18,21,24,29,34,39,44,50,57,64,74,84,96,109,123,141,160,181,205,231,263,296,335,375,419,470,525
standard deviations in prosocial proportions,14,0.35,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.091751661276179508,0.080094769676039665,0.095284575865308418,0.12251665216593663,0.08408579404927416,0.1153475311212267,0.11750320967188412,0.13496817786745466,0.13968613621747303,0.13982100772748299,0.13299839868288046,0.12675703901076071,0.15213053226132081,0.14688728720254643,0.13183349484366955,0.12637884167347482,0.14270935918605523,0.12029400326440916,0.13595037598300277,0.1309245228572167,0.13959443807995053,0.13641865277161608,0.14192122339974131,0.12602478239965248,0.12640069213997554,0.13113226366554095,0.13040589199276714,0.13727183470646304,0.12906589987900738,0.12613833692567292,0.13443600195163236
prosociality proportions:,14,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5185185185185185,0.5181347150259067,0.5232067510548524,0.5292096219931272,0.5116959064327485,0.4937655860349127,0.4867075664621677,0.4880546075085324,0.4843304843304843,0.490521327014218,0.49653808110781406,0.495,0.4830508474576271,0.47415865384615385,0.46810699588477367,0.45878290893396634,0.4500367376928729,0.44385194479297363,0.44174886696880833,0.43382857142857145,0.430939226519337,0.42303112774281343,0.4200792602377807,0.41569767441860467,0.41124550506701535,0.4074354365717529,0.40291898983273206,0.39937353171495693,0.39552100684804736,0.390631737818025
population counts:,14,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,162,193,237,291,342,401,489,586,702,844,1011,1200,1416,1664,1944,2317,2722,3188,3751,4375,5068,5879,6813,7912,9177,10571,12196,14047,16209,18552
groups counts:,14,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,11,13,16,20,24,28,34,41,50,60,72,85,101,118,138,165,194,227,267,312,362,419,486,565,655,755,871,1003,1157,1325
standard deviations in prosocial proportions,14,0.4,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.097153360776681755,0.10010208241362308,0.11696286744788296,0.10793194872490516,0.11730413791071079,0.13162824625778458,0.11306185891747965,0.13656029579535872,0.14677883868619751,0.12293201852706366,0.14366955941620713,0.13266371494754106,0.12730448686857945,0.13125709583346201,0.12262119086453049,0.13262090662170878,0.12315489725806227,0.13172397080389159,0.12684160563904043,0.12798256539058481,0.14582484086602723,0.13110727182739537,0.13227304918891314,0.12853456781733999,0.13605830958360249,0.13462847724851668,0.1335709924039421,0.12788254801686949,0.13032122677906061,0.12928095957429434,0.12780802537794941
prosociality proportions:,14,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5363128491620112,0.5225225225225225,0.5304659498207885,0.5227272727272727,0.5195402298850574,0.5244360902255639,0.5264750378214826,0.5180572851805728,0.5237603305785123,0.532133676092545,0.5353951890034364,0.5274971941638609,0.5243292405638926,0.5220943186037876,0.513901619309502,0.5092407592407593,0.5039852851011649,0.5046429174404863,0.500207440188079,0.49880559663292,0.49269526128488483,0.4913010007698229,0.48747530116642235,0.48172441153134093,0.4806252462892421,0.4782340564463469,0.47479762872017095,0.4689784677015523,0.46486159494357415,0.4604669719678046
population counts:,14,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,179,222,279,352,435,532,661,803,968,1167,1455,1782,2199,2693,3273,4004,4893,5923,7231,8791,10678,12990,15689,18905,22839,27566,33231,39940,47939,57648
groups counts:,14,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,25,31,38,47,57,69,83,103,127,157,192,233,286,349,423,516,627,762,927,1120,1350,1631,1969,2373,2852,3424,4117
standard deviations in prosocial proportions,14,0.45,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13267268300719079,0.073166683453941533,0.11238991982875121,0.11113246570879609,0.12336682759015839,0.15775138828591578,0.13137739665418463,0.11324136426946453,0.1350890884119034,0.13912892853588898,0.13765896484617901,0.11941019972539568,0.13294258174617202,0.12345622770837528,0.13205300230069478,0.14210794870884663,0.13074348049046572,0.14018845685141693,0.13455974311552182,0.13214899064194394,0.12957433525102308,0.13351330161652328,0.13355663901830633,0.13624675499801628,0.13142793733948702,0.13196693637005039,0.13018972032832385,0.13285336435773928,0.13311037544573187,0.13170714869522193,0.13293584017405483
prosociality proportions:,14,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5088757396449705,0.4794520547945205,0.47388059701492535,0.44135802469135804,0.4580152671755725,0.44282744282744285,0.43781942078364566,0.4301369863013699,0.42033898305084744,0.42188961646398504,0.41497659906396256,0.4170432537120723,0.41414686825054,0.4084124830393487,0.4087152516904583,0.4020100502512563,0.4015291326127076,0.3958379455390746,0.39132054386291676,0.38460334845877014,0.37853555379328574,0.3731961069470858,0.36984474711877324,0.3657115104419621,0.36073560694434914,0.3551631388141738,0.3511233150274588,0.34539403507274824,0.3403195075479994,0.3377191601876043
population counts:,14,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,169,219,268,324,393,481,587,730,885,1069,1282,1549,1852,2211,2662,3184,3793,4517,5369,6391,7566,8939,10499,12354,14573,17102,20030,23437,27292,31769
groups counts:,14,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,15,19,23,28,34,41,52,63,76,91,110,132,157,190,227,270,322,383,456,540,638,749,882,1040,1221,1430,1674,1949,2269
standard deviations in prosocial proportions,14,0.5,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.15067873649806418,0.084381167365092144,0.17415526965643491,0.074837109518603742,0.13009387241131459,0.13042476978994641,0.14637589861316397,0.14073061028523884,0.13135747047699542,0.12331617189057642,0.14722272295303149,0.12333466979412532,0.14090653737187922,0.12721987168675858,0.13551326055504764,0.12763351984281465,0.1348877831192927,0.126701234222236,0.13469955789364876,0.12906188114133488,0.1274284864688997,0.1375484782677994,0.13111308523761139,0.13751416522140755,0.12964628075236867,0.12148506403817348,0.12716775327369267,0.12532808995833561,0.13015075245154489,0.12590080984307062,0.12829653809665126
prosociality proportions:,14,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5418994413407822,0.5774058577405857,0.5541795665634675,0.5571428571428572,0.5343228200371057,0.5230547550432276,0.5200918484500574,0.5097517730496454,0.5042194092827004,0.4980673660960795,0.49760348583877995,0.493631669535284,0.49208515283842796,0.48360477741585234,0.47555478502080445,0.46476137624861263,0.45951664996102015,0.4556665766495634,0.4535688536409517,0.44847605224963716,0.44276094276094274,0.4381589388958168,0.434230308981007,0.428585694669829,0.42337270260897947,0.42046059637912675,0.41600369274213256,0.4121988906057204,0.4083729573154069,0.4041196371366127
population counts:,14,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,179,239,323,420,539,694,871,1128,1422,1811,2295,2905,3664,4605,5768,7208,8979,11109,13870,17225,21384,26463,32591,40055,49023,60096,73658,89959,109782,133604
groups counts:,14,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,12,17,23,30,38,49,62,80,101,129,163,207,261,328,412,514,641,793,990,1230,1527,1890,2327,2861,3501,4292,5261,6425,7841,9543
standard deviations in prosocial proportions,14,0.55,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.091751661276179508,0.10897247358851682,0.13968410001275541,0.14727440247326454,0.14800257398019098,0.13319004115509286,0.14200535413231219,0.12808455735494831,0.14057684045589572,0.14033081742113232,0.1260068781535347,0.13646968128447851,0.13790035668803194,0.12288529285607772,0.12831385224839659,0.13329404219451652,0.13203143326232147,0.13373630384177576,0.13676746781505969,0.13314908357320407,0.12952410072827131,0.13420866868011433,0.13207117952907671,0.13117533138516049,0.13278493758299606,0.13233402141448852,0.13140067542049633,0.13132774397554664,0.13119647921180688,0.13019392694679835,0.13083395148384233
prosociality proportions:,14,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5357142857142857,0.5164835164835165,0.5084745762711864,0.4735099337748344,0.4873096446700508,0.5029585798816568,0.495398773006135,0.502944640753828,0.5045537340619308,0.4982505248425472,0.4902173913043478,0.47911338448422847,0.47740863787375415,0.47870967741935483,0.4714227807053101,0.4596619897959184,0.4557249023806525,0.4532830787542154,0.4472690067684558,0.44396253692878246,0.4417676692104344,0.43746516997054374,0.4337659041152394,0.4296734248521911,0.42471112913034664,0.4210809138427969,0.41633518266513136,0.41272030489987577,0.4089324581689566,0.4047478193875024,0.40132198610019676
population counts:,14,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,140,182,236,302,394,507,652,849,1098,1429,1840,2346,3010,3875,4934,6272,7939,10082,12706,15909,20049,25122,31517,39409,49330,61411,76424,94982,117616,145372,179427
groups counts:,14,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,13,16,21,28,36,46,60,78,102,131,167,215,276,352,448,567,720,907,1136,1432,1794,2251,2814,3523,4386,5458,6784,8401,10383,12816
standard deviations in prosocial proportions,14,0.6,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.073192505471140007,0.10161121982915897,0.12985334261993089,0.1301666308725862,0.1289102184339094,0.1230463067548233,0.15121672594685989,0.11530366755692817,0.12597839489549822,0.14340840040636679,0.13143855766198276,0.13832928705329176,0.13782611353197632,0.1375864500223157,0.13266952066332774,0.14499841219540785,0.13214926937868085,0.1346578243292057,0.13657478226661371,0.13516623133476965,0.12773372023326829,0.1336883539469301,0.13506213269271652,0.13052370786316497,0.13280913376592618,0.12871151188506533,0.13238866625682022,0.13068995279283713,0.13078796277129001,0.13300517571128387,0.13153655641687698
prosociality proportions:,15,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5302013422818792,0.5205479452054794,0.5172413793103449,0.5070422535211268,0.5,0.4927536231884058,0.48905109489051096,0.47761194029850745,0.47761194029850745,0.47368421052631576,0.4696969696969697,0.4696969696969697,0.46564885496183206,0.46153846153846156,0.44881889763779526,0.44881889763779526,0.44881889763779526,0.4444444444444444,0.44,0.43548387096774194,0.4262295081967213,0.4262295081967213,0.4214876033057851,0.4117647058823529,0.4117647058823529,0.4067796610169492,0.39655172413793105,0.39655172413793105,0.3805309734513274,0.3805309734513274
population counts:,15,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,150,149,146,145,142,140,138,137,134,134,133,132,132,131,130,127,127,127,126,125,124,122,122,121,119,119,118,116,116,113,113
groups counts:,15,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7
standard deviations in prosocial proportions,15,0.0,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13333333333333333,0.12189093457534167,0.087981509878879122,0.064358656889710208,0.12405507040757004,0.1025543952156714,0.09193516606796949,0.060858061945018437,0.13065702679350633,0.10803054057441029,0.12930437007528633,0.14411108178323262,0.10411619307725217,0.10822878610699145,0.094574258228804234,0.1085122220938729,0.099104880524371761,0.13268785000215522,0.15544148455778392,0.077195863806870435,0.094390175380350536,0.12120542565550989,0.12950120488231845,0.12842106714286061,0.094327497145561545,0.099429912321001956,0.11149060895826055,0.097040291620890035,0.12373352127791717,0.081534530967752233,0.068042582944124561
prosociality proportions:,15,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.525974025974026,0.5290322580645161,0.53125,0.5214723926380368,0.5238095238095238,0.5116279069767442,0.5170454545454546,0.5083798882681564,0.5083798882681564,0.5161290322580645,0.5104166666666666,0.5025380710659898,0.5050505050505051,0.51,0.504950495049505,0.5024390243902439,0.5,0.4928909952606635,0.48372093023255813,0.4838709677419355,0.4748858447488584,0.48214285714285715,0.4801762114537445,0.4805194805194805,0.4788135593220339,0.4661016949152542,0.46218487394957986,0.45188284518828453,0.4403292181069959,0.44534412955465585
population counts:,15,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,150,154,155,160,163,168,172,176,179,179,186,192,197,198,200,202,205,208,211,215,217,219,224,227,231,236,236,238,239,243,247
groups counts:,15,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,10,10,10,10,10,11,11,11,11,11,12,12,13,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16
standard deviations in prosocial proportions,15,0.05,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.13333333333333333,0.13061087775866481,0.10120455084190191,0.10174262872562316,0.080295329661182191,0.10111153366746888,0.11636003585023096,0.12525799821050343,0.14880691092812084,0.11995730131751296,0.15572906989344201,0.1015291077584267,0.1105355738371032,0.16106462862981663,0.12676515038865058,0.091849154913818551,0.10242578814722657,0.10400628679223047,0.12593084533235871,0.14493314247604602,0.13692320010413636,0.083161493745303253,0.11675622170198233,0.11209081965911326,0.11606790796451559,0.067720832179700152,0.12844752014771935,0.12120791238484127,0.11528614427470631,0.15223821130639584,0.10716011352436855
prosociality proportions:,15,0.1,0.02,0,0,30,1,1.0,1,0,0.53,0.0,-10,-10,-10,-10,-10,0.5333333333333333,0.5286624203821656,0.5214723926380368,0.5119047619047619,0.5116279069767442,0.5084745762711864,0.510752688172043,0.5025906735751295,0.49504950495049505,0.48826291079812206,0.4864864864864865,0.4978902953586498,0.4834710743801653,0.4782608695652174,0.48314606741573035,0.47653429602888087,0.47586206896551725,0.47194719471947194,0.4642857142857143,0.45569620253164556,0.4550898203592814,0.45132743362831856,0.4355300859598854,0.4117647058823529,0.4076086956521739,0.4015748031496063,0.39588688946015427,0.3870967741935484,0.3909952606635071,0.3931034482758621,0.38530066815144765
